A000150,A000275,A000311,A000322,A000323,B000022,B000030,B000183,B000233,B000398,B000413,B000793,B000835,B001173,C000044,C000068,C000233,C000273,C000396,C000496,C000499,C000648,C000791,C000912,D000117,D000166,D000317,D000365,E000241,F000006,G000424,H000167,H000411,H000827,H000917,H000997,J000059,J000094,J000137,J000169,L000278,M000096,M000216,M000426,M000731,M000938,N000108,P000161,P000216,P000299,R000518,S000239,S000256,S000417,S000682,S000715,S001046,T000430,U000025,W000238,W000308,W000709,W000711,Y000061,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Yea,Nay,Nay,Yea,Nay,,Nay,Not Voting,,Nay,Nay,Yea,Not Voting,,Nay,Yea,Yea,Nay,,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,,Nay,1846-06-11,0,,unknown,s185,,,,unknown
Not Voting,Nay,Yea,Not Voting,Yea,,Yea,Not Voting,,Nay,Nay,Not Voting,Not Voting,,Nay,Not Voting,Not Voting,Nay,,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,,Nay,1846-06-12,0,,unknown,,,,,unknown
Nay,Yea,Yea,Not Voting,Nay,,Yea,Not Voting,,Yea,Yea,Nay,Not Voting,,Yea,Nay,Nay,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,,Yea,1846-06-12,0,,unknown,,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Not Voting,,Yea,Nay,Yea,Not Voting,,Not Voting,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,,Not Voting,1846-06-12,0,,unknown,s43,,,,unknown
Yea,Yea,Yea,Nay,Yea,,Yea,Not Voting,,Yea,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,,Yea,Nay,Yea,Nay,Yea,Yea,Yea,,Yea,1846-06-15,0,,unknown,,,,,unknown
Not Voting,Nay,Yea,Nay,Yea,,Yea,Not Voting,,Nay,Nay,Yea,Yea,,Nay,Nay,Not Voting,Yea,,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,1846-06-15,0,,unknown,,,,,unknown
Nay,Yea,Yea,Nay,Yea,,Nay,Not Voting,,Nay,Yea,Nay,Nay,,Nay,Nay,Not Voting,Yea,,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,Yea,Yea,Nay,Yea,,Nay,1846-06-15,0,,unknown,hr286,,,,unknown
Yea,Not Voting,Nay,Yea,Nay,,Yea,Yea,,Nay,Nay,Yea,Yea,,Nay,Not Voting,Not Voting,Yea,,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,,Nay,1846-06-16,0,,unknown,sjres9,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Nay,,Yea,Nay,Yea,Yea,,Not Voting,Nay,Yea,Yea,,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,,Nay,Nay,Yea,Nay,Yea,Yea,Nay,,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,Not Voting,,Yea,Yea,Yea,Nay,Nay,Nay,Nay,,Yea,1846-06-17,0,,unknown,,,,,unknown
Yea,Not Voting,Yea,Yea,Yea,,Yea,Nay,,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,,Yea,1846-06-17,0,,unknown,,,,,unknown
Nay,Yea,Nay,Nay,Nay,,Nay,Nay,,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,,Yea,1846-06-17,0,,unknown,,,,,unknown
Nay,Yea,Nay,Nay,Nay,,Nay,Yea,,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,,Nay,Nay,Nay,Yea,Yea,Nay,Yea,,Nay,1846-06-17,0,,unknown,s185,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Nay,,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,,Yea,Yea,Yea,Nay,Nay,Yea,Nay,,Yea,1846-06-17,0,,unknown,s185,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Nay,Not Voting,,Not Voting,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,,Yea,1846-06-18,0,,unknown,,,,,unknown
Not Voting,Nay,Nay,Yea,Nay,,Nay,Nay,,Nay,Nay,Not Voting,Not Voting,,Nay,Yea,Not Voting,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,,Nay,1846-06-18,0,,unknown,,,,,unknown
Nay,Yea,Yea,Nay,Nay,,Yea,Yea,,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Yea,1846-06-18,0,,unknown,,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Nay,,Yea,Nay,Yea,Not Voting,,Not Voting,Nay,Yea,Yea,,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,,Yea,1846-06-18,0,,unknown,s12,,,,unknown
Yea,Nay,Nay,Yea,Yea,,Nay,Nay,,Nay,Nay,Yea,Not Voting,,Nay,Nay,Nay,Nay,,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,,Nay,1846-06-18,0,,unknown,,,,,unknown
Yea,Nay,Nay,Yea,Nay,,Yea,Yea,,Not Voting,Nay,Yea,Not Voting,,Yea,Not Voting,Yea,Yea,,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,,Nay,1846-06-19,0,,unknown,sjres9,,,,unknown
Nay,Not Voting,Yea,Nay,Yea,,Nay,Nay,,Not Voting,Yea,Nay,Nay,,Nay,Not Voting,Not Voting,Nay,,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,,Yea,1846-06-19,0,,unknown,sjres9,,,,unknown
Yea,Nay,Yea,Nay,Yea,,Nay,Nay,,Not Voting,Nay,Yea,Yea,,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,,Nay,Nay,,Not Voting,Not Voting,Yea,Not Voting,,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,Nay,Nay,Nay,Nay,,Yea,1846-06-24,0,,unknown,,,,,unknown
Yea,Not Voting,Yea,Yea,Yea,,Yea,Nay,,Yea,Nay,Yea,Nay,,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,,Nay,Nay,,Nay,Nay,Yea,Nay,,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,,Yea,1846-06-25,0,,unknown,,,,,unknown
Yea,Not Voting,Yea,Yea,Yea,,Yea,Nay,,Yea,Nay,Yea,Nay,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,,Nay,Nay,,Yea,Yea,Yea,Yea,,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,,Yea,1846-06-25,0,,unknown,,,,,unknown
Not Voting,Yea,Nay,Not Voting,Nay,,Not Voting,Yea,,Nay,Nay,Nay,Nay,,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,,Yea,Yea,,Not Voting,Nay,Not Voting,Yea,,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,,Nay,1846-06-25,0,,unknown,s211,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Not Voting,,Yea,Nay,Not Voting,Yea,,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,,Nay,Nay,,Yea,Nay,Nay,Nay,,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,,Not Voting,1846-06-26,0,,unknown,s43,,,,unknown
Nay,Not Voting,Nay,Nay,Nay,,Nay,Yea,,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,,Yea,Yea,,Yea,Yea,Nay,Not Voting,,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Yea,,Nay,1846-06-26,0,,unknown,s72,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Nay,,Yea,Nay,Not Voting,Not Voting,,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,,Nay,Not Voting,,Nay,Not Voting,Yea,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Nay,,Yea,1846-06-27,0,,unknown,hjres6,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Nay,,Yea,Nay,Not Voting,Not Voting,,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,,Nay,Not Voting,,Nay,Not Voting,Yea,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Nay,,Yea,1846-06-27,0,,unknown,hjres6,,,,unknown
Not Voting,Yea,Nay,Yea,Nay,,Yea,Yea,,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,,Yea,Nay,,Yea,Not Voting,Nay,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,,Nay,1846-06-27,0,,unknown,s188,,,,unknown
Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Yea,1846-06-29,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Yea,1846-06-29,0,,unknown,,,,,unknown
Yea,Nay,Not Voting,Yea,Yea,,Yea,Nay,,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,,Not Voting,Yea,,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,,Yea,1846-06-29,0,,unknown,,,,,unknown
Nay,Yea,Nay,Nay,Nay,,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,,Not Voting,Yea,,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,,Nay,1846-06-29,0,,unknown,hjres6,,,,unknown
Yea,Yea,Nay,Yea,Nay,,Yea,Yea,,Yea,Not Voting,Nay,Yea,,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,,Nay,Not Voting,,Not Voting,Yea,Yea,Yea,,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,,Yea,1846-07-01,0,,unknown,hr217,,,,unknown
Yea,Nay,Yea,Yea,Not Voting,,Yea,Not Voting,,Yea,Not Voting,Not Voting,Yea,,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,,Not Voting,Not Voting,,Nay,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,1846-07-02,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,,Yea,Not Voting,Nay,Nay,,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,,Nay,Yea,,Yea,Yea,Yea,Nay,,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,,Yea,1846-07-02,0,,unknown,hr259,,,,unknown
Nay,Yea,Nay,Nay,Nay,,Nay,Yea,,Nay,Not Voting,Yea,Nay,,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,,Yea,Yea,Nay,Yea,,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,,Nay,1846-07-02,0,,unknown,,,,,unknown
Yea,Not Voting,Yea,Yea,Not Voting,,Yea,Not Voting,,Not Voting,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,,Nay,Nay,,Yea,Not Voting,Not Voting,Nay,,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,,Not Voting,1846-07-06,0,,unknown,s71,,,,unknown
Nay,Yea,Nay,Nay,Not Voting,,Nay,Yea,,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Nay,,Yea,Yea,,Yea,Yea,Nay,Yea,,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Yea,,Nay,1846-07-06,0,,unknown,hr384,,,,unknown
Yea,Nay,Nay,Yea,Nay,,Nay,Nay,,Nay,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,,Not Voting,Yea,,Nay,Nay,Nay,Not Voting,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,,Nay,1846-07-07,0,,unknown,,,,,unknown
Nay,Yea,Nay,Nay,Yea,,Nay,Nay,,Nay,Not Voting,Nay,Nay,,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,,Yea,Not Voting,,Nay,Yea,Nay,Yea,,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Nay,,Nay,1846-07-08,0,,unknown,s12,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Yea,,Yea,Not Voting,Yea,Yea,,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,,Nay,Not Voting,,Yea,Yea,Yea,Nay,,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,,Yea,1846-07-08,0,,unknown,s12,,,,unknown
Nay,Yea,Nay,Nay,Nay,,Nay,Not Voting,,Nay,Not Voting,Nay,Nay,,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,,Yea,Not Voting,,Nay,Yea,Nay,Yea,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,,Nay,1846-07-08,0,,unknown,s12,,,,unknown
Nay,Yea,Nay,Nay,Nay,,Nay,Nay,,Nay,Not Voting,Nay,Nay,,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,,Not Voting,Not Voting,,Nay,Nay,Nay,Nay,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,,Nay,1846-07-08,0,,unknown,s12,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Yea,,Yea,Not Voting,Yea,Yea,,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,,Nay,Not Voting,,Yea,Yea,Yea,Nay,,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,,Yea,1846-07-08,0,,unknown,s12,,,,unknown
Yea,Nay,Yea,Yea,Yea,,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,,Nay,Nay,,Not Voting,Yea,Yea,Not Voting,,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Nay,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Nay,,Yea,1846-07-09,0,,unknown,s12,,,,unknown
Yea,Nay,Yea,Yea,Nay,,Yea,Nay,,Yea,Not Voting,Not Voting,Not Voting,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,,Nay,Nay,,Yea,Nay,Yea,Nay,,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,,Yea,1846-07-10,0,,unknown,s57,,,,unknown
Nay,Yea,Nay,Nay,Nay,,Nay,Yea,,Nay,Not Voting,Not Voting,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,,Yea,Yea,,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,,Nay,1846-07-10,0,,unknown,s57,,,,unknown
Nay,Yea,Nay,Yea,Nay,,Yea,Yea,,Not Voting,Not Voting,Nay,Not Voting,,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,,Yea,Not Voting,Nay,Not Voting,,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Yea,,Yea,1846-07-11,0,,unknown,s156,,,,unknown
